time,ppg
0.0,1.36070381231672
0.008,1.39491691104594
0.016,1.44477028347996
0.024,1.50830889540567
0.032,1.58162267839687
0.04,1.66080156402737
0.048,1.74389051808407
0.056,1.82600195503421
0.064,1.90420332355816
0.072,1.97947214076246
0.08,2.05180840664712
0.088,2.12316715542522
0.096,2.18279569892473
0.104,2.23460410557185
0.112,2.29130009775171
0.12,2.34897360703812
0.128,2.40566959921799
0.136,2.4594330400782
0.144,2.50928641251222
0.152,2.55327468230694
0.16,2.59335288367546
0.168,2.67448680351906
0.176,2.772238514174
0.184,2.82795698924731
0.192,2.85434995112414
0.2,2.86021505376344
0.208,2.85532746823069
0.216,2.841642228739
0.224,2.81720430107527
0.232,2.78299120234604
0.24,2.74389051808407
0.248,2.70478983382209
0.256,2.66764418377322
0.264,2.63245356793744
0.272,2.59824046920821
0.28,2.56402737047898
0.288,2.53176930596285
0.296,2.50146627565982
0.304,2.47116324535679
0.312,2.43890518084066
0.32,2.40469208211144
0.328,2.37145650048876
0.336,2.33822091886608
0.344,2.3069403714565
0.352,2.27761485826002
0.36,2.25122189638319
0.368,2.22482893450635
0.376,2.19843597262952
0.384,2.17204301075269
0.392,2.14760508308895
0.4,2.12316715542522
0.408,2.09286412512219
0.416,2.05962854349951
0.424,2.02346041055718
0.432,1.98533724340176
0.44,1.94525904203324
0.448,1.90322580645161
0.456,1.85923753665689
0.464,1.81524926686217
0.472,1.77126099706745
0.48,1.72629521016618
0.488,1.68621700879765
0.496,1.64809384164223
0.504,1.60606060606061
0.512,1.56109481915934
0.52,1.51515151515152
0.528,1.47018572825024
0.536,1.42521994134897
0.544,1.3802541544477
0.552,1.33626588465298
0.56,1.29227761485826
0.568,1.25219941348974
0.576,1.21603128054741
0.584,1.18084066471163
0.592,1.1544477028348
0.6,1.13391984359726
0.608,1.11143695014663
0.616,1.08895405669599
0.624,1.06647116324536
0.632,1.04496578690127
0.64,1.02639296187683
0.648,1.01075268817204
0.656,0.997067448680352
0.664,0.986314760508309
0.672,0.979472140762463
0.68,0.975562072336266
0.688,0.978494623655914
0.696,0.98435972629521
0.704,0.989247311827957
0.712,0.994134897360704
0.72,0.998044965786901
0.728,1.00293255131965
0.736,1.00782013685239
0.744,1.01173020527859
0.752,1.01466275659824
0.76,1.01857282502444
0.768,1.02052785923754
0.776,1.02150537634409
0.784,1.02150537634409
0.792,1.02443792766373
0.8,1.02932551319648
0.808,1.03030303030303
0.816,1.02932551319648
0.824,1.02639296187683
0.832,1.02248289345064
0.84,1.01857282502444
0.848,1.01661779081134
0.856,1.01564027370479
0.864,1.01564027370479
0.872,1.01564027370479
0.88,1.01564027370479
0.888,1.01955034213099
0.896,1.02541544477028
0.904,1.02932551319648
0.912,1.03225806451613
0.92,1.03519061583578
0.928,1.04007820136852
0.936,1.04398826979472
0.944,1.04789833822092
0.952,1.05376344086022
0.96,1.05962854349951
0.968,1.06647116324536
0.976,1.0733137829912
0.984,1.0811339198436
0.992,1.08993157380254
1.0,1.10068426197458
1.008,1.10948191593353
1.016,1.11730205278592
1.024,1.12512218963832
1.032,1.13196480938416
1.04,1.13685239491691
1.048,1.14173998044966
1.056,1.14467253176931
1.064,1.14565004887586
1.072,1.14565004887586
1.08,1.1485826001955
1.088,1.15542521994135
1.096,1.16911045943304
1.104,1.19354838709677
1.112,1.23069403714565
1.12,1.28054740957967
1.128,1.34310850439883
1.136,1.41739980449658
1.144,1.49951124144673
1.152,1.58455522971652
1.16,1.66862170087977
1.168,1.74975562072336
1.176,1.82893450635386
1.184,1.90615835777126
1.192,1.97262952101662
1.2,2.03323558162268
1.208,2.10166177908113
1.216,2.17204301075269
1.224,2.24242424242424
1.232,2.31182795698925
1.24,2.37927663734115
1.248,2.44477028347996
1.256,2.50537634408602
1.264,2.56109481915934
1.272,2.6099706744868
1.28,2.65200391006843
1.288,2.67937438905181
1.296,2.69599217986315
1.304,2.70869990224829
1.312,2.71358748778104
1.32,2.70869990224829
1.328,2.6950146627566
1.336,2.67350928641251
1.344,2.64613880742913
1.352,2.6158357771261
1.36,2.58553274682307
1.368,2.55816226783969
1.376,2.53176930596285
1.384,2.50830889540567
1.392,2.48680351906158
1.4,2.4652981427175
1.408,2.44281524926686
1.416,2.42033235581623
1.424,2.39882697947214
1.432,2.37536656891496
1.44,2.35092864125122
1.448,2.32551319648094
1.456,2.30009775171066
1.464,2.27468230694037
1.472,2.24828934506354
1.48,2.22189638318671
1.488,2.19745845552297
1.496,2.17302052785924
1.504,2.1485826001955
1.512,2.12316715542522
1.52,2.09677419354839
1.528,2.06842619745846
1.536,2.04007820136852
1.544,2.01075268817204
1.552,1.98142717497556
1.56,1.95307917888563
1.568,1.92570869990225
1.576,1.89931573802542
1.584,1.87292277614858
1.592,1.85043988269795
1.6,1.83284457478006
1.608,1.81622678396872
1.616,1.80058651026393
1.624,1.78592375366569
1.632,1.77126099706745
1.64,1.75659824046921
1.648,1.73998044965787
1.656,1.72140762463343
1.664,1.70283479960899
1.672,1.68328445747801
1.68,1.65982404692082
1.688,1.63929618768328
1.696,1.6217008797654
1.704,1.60215053763441
1.712,1.58357771260997
1.72,1.56695992179863
1.728,1.55131964809384
1.736,1.53567937438905
1.744,1.52297165200391
1.752,1.51221896383187
1.76,1.50342130987292
1.768,1.49755620723363
1.776,1.49462365591398
1.784,1.49169110459433
1.792,1.48973607038123
1.8,1.48680351906158
1.808,1.48191593352884
1.816,1.47605083088954
1.824,1.47214076246334
1.832,1.47311827956989
1.84,1.48387096774194
1.848,1.50830889540567
1.856,1.54936461388074
1.864,1.60606060606061
1.872,1.67644183773216
1.88,1.75757575757576
1.888,1.83284457478006
1.896,1.90322580645161
1.904,1.98044965786901
1.912,2.05669599217986
1.92,2.13196480938416
1.928,2.20430107526882
1.936,2.27272727272727
1.944,2.33724340175953
1.952,2.39980449657869
1.96,2.4594330400782
1.968,2.51612903225806
1.976,2.56793743890518
1.984,2.6158357771261
1.992,2.65200391006843
2.0,2.68035190615836
2.008,2.71065493646139
2.016,2.73607038123167
2.024,2.75562072336266
2.032,2.76735092864125
2.04,2.76930596285435
2.048,2.75855327468231
2.056,2.73509286412512
2.064,2.6989247311828
2.072,2.65102639296188
2.08,2.59530791788856
2.088,2.53958944281525
2.096,2.48387096774194
2.104,2.42424242424242
2.112,2.36363636363636
2.12,2.30205278592375
2.128,2.23851417399804
2.136,2.17595307917889
2.144,2.11241446725318
2.152,2.04692082111437
2.16,1.98044965786901
2.168,1.91300097751711
2.176,1.84457478005865
2.184,1.77517106549365
2.192,1.71554252199413
2.2,1.65982404692082
2.208,1.59530791788856
2.216,1.53958944281525
2.224,1.48875855327468
2.232,1.42913000977517
2.24,1.36559139784946
2.248,1.29912023460411
2.256,1.23264907135875
2.264,1.16813294232649
2.272,1.10654936461388
2.28,1.04594330400782
2.288,0.998044965786901
2.296,0.956989247311828
2.304,0.909090909090909
2.312,0.859237536656892
2.32,0.810361681329423
2.328,0.763440860215054
2.336,0.720430107526882
2.344,0.679374389051808
2.352,0.639296187683284
2.36,0.601173020527859
2.368,0.565004887585533
2.376,0.529814271749756
2.384,0.505376344086022
2.392,0.485826001955034
2.4,0.462365591397849
2.408,0.437927663734115
2.416,0.412512218963832
2.424,0.388074291300098
2.432,0.363636363636364
2.44,0.342130987292278
2.448,0.321603128054741
2.456,0.302052785923754
2.464,0.282502443792766
2.472,0.262952101661779
2.48,0.243401759530792
2.488,0.232649071358749
2.496,0.227761485826002
2.504,0.219941348973607
2.512,0.21505376344086
2.52,0.217008797653959
2.528,0.231671554252199
2.536,0.26197458455523
2.544,0.308895405669599
2.552,0.370478983382209
2.56,0.444770283479961
2.568,0.527859237536657
2.576,0.61485826001955
2.584,0.695992179863148
2.592,0.772238514173998
2.6,0.848484848484849
2.608,0.921798631476051
2.616,0.991202346041056
2.624,1.05767350928641
2.632,1.12414467253177
2.64,1.18866080156403
2.648,1.25219941348974
2.656,1.31378299120235
2.664,1.37341153470186
2.672,1.43206256109482
2.68,1.48973607038123
2.688,1.5386119257087
2.696,1.57966764418377
2.704,1.62072336265885
2.712,1.65786901270772
2.72,1.6871945259042
2.728,1.70674486803519
2.736,1.71652003910068
2.744,1.71749755620723
2.752,1.70967741935484
2.76,1.69794721407625
2.768,1.68426197458456
2.776,1.67057673509286
2.784,1.65982404692082
2.792,1.65102639296188
2.8,1.64320625610948
2.808,1.63538611925709
2.816,1.62658846529814
2.824,1.6158357771261
2.832,1.60215053763441
2.84,1.58748778103617
2.848,1.57184750733138
2.856,1.55327468230694
2.864,1.53372434017595
2.872,1.51417399804497
2.88,1.49462365591398
2.888,1.47898338220919
2.896,1.4652981427175
2.904,1.44965786901271
2.912,1.43108504398827
2.92,1.41153470185728
2.928,1.39296187683284
2.936,1.37341153470186
2.944,1.35581622678397
2.952,1.33919843597263
2.96,1.32355816226784
2.968,1.30987292277615
2.976,1.29912023460411
2.984,1.29325513196481
2.992,1.29032258064516
3.0,1.28445747800587
3.008,1.27761485826002
3.016,1.27174975562072
3.024,1.26588465298143
3.032,1.26197458455523
3.04,1.26197458455523
3.048,1.26881720430108
3.056,1.28347996089932
3.064,1.30596285434995
3.072,1.33626588465298
3.08,1.36950146627566
3.088,1.40078201368524
3.096,1.43010752688172
3.104,1.4613880742913
3.112,1.49071358748778
3.12,1.51515151515152
3.128,1.53372434017595
3.136,1.54838709677419
3.144,1.55718475073314
3.152,1.56207233626588
3.16,1.56207233626588
3.168,1.55816226783969
3.176,1.55229716520039
3.184,1.54740957966764
3.192,1.54154447702835
3.2,1.53372434017595
3.208,1.52785923753666
3.216,1.52297165200391
3.224,1.51612903225806
3.232,1.50635386119257
3.24,1.49169110459433
3.248,1.47018572825024
3.256,1.44086021505376
3.264,1.40566959921799
3.272,1.36656891495601
3.28,1.32453567937439
3.288,1.29032258064516
3.296,1.26197458455523
3.304,1.2316715542522
3.312,1.20527859237537
3.32,1.18572825024438
3.328,1.17399804496579
3.336,1.16911045943304
3.344,1.16813294232649
3.352,1.17008797653959
3.36,1.17106549364614
3.368,1.16911045943304
3.376,1.16715542521994
3.384,1.16715542521994
3.392,1.16617790811339
3.4,1.16129032258065
3.408,1.15347018572825
3.416,1.14565004887586
3.424,1.13880742913001
3.432,1.13098729227761
3.44,1.12512218963832
3.448,1.12121212121212
3.456,1.11827956989247
3.464,1.11632453567937
3.472,1.11339198435973
3.48,1.10850439882698
3.488,1.10654936461388
3.496,1.10557184750733
3.504,1.10068426197458
3.512,1.09481915933529
3.52,1.08797653958944
3.528,1.08015640273705
3.536,1.07233626588465
3.544,1.06256109481916
3.552,1.04985337243402
3.56,1.03323558162268
3.568,1.01368523949169
3.576,0.991202346041056
3.584,0.975562072336266
3.592,0.965786901270772
3.6,0.958944281524927
3.608,0.961876832844575
3.616,0.981427174975562
3.624,1.02346041055718
3.632,1.08797653958944
3.64,1.17204301075269
3.648,1.27174975562072
3.656,1.3822091886608
3.664,1.49951124144673
3.672,1.61681329423265
3.68,1.73216031280547
3.688,1.83088954056696
3.696,1.9208211143695
3.704,2.01857282502444
3.712,2.11632453567937
3.72,2.21309872922776
3.728,2.30987292277615
3.736,2.40469208211144
3.744,2.49755620723363
3.752,2.58748778103617
3.76,2.67448680351906
3.768,2.75953079178886
3.776,2.84066471163245
3.784,2.90322580645161
3.792,2.95503421309873
3.8,3.01075268817204
3.808,3.06353861192571
3.816,3.11045943304008
3.824,3.14760508308895
3.832,3.17204301075269
3.84,3.18475073313783
3.848,3.18475073313783
3.856,3.17204301075269
3.864,3.14565004887586
3.872,3.10850439882698
3.88,3.06451612903226
3.888,3.01857282502444
3.896,2.97165200391007
3.904,2.92375366568915
3.912,2.87683284457478
3.92,2.83088954056696
3.928,2.78494623655914
3.936,2.73998044965787
3.944,2.69403714565005
3.952,2.64711632453568
3.96,2.59921798631476
3.968,2.55034213098729
3.976,2.50146627565982
3.984,2.455522971652
3.992,2.41251221896383
4.0,2.36754643206256
4.008,2.32258064516129
4.016,2.27761485826002
4.024,2.2336265884653
4.032,2.19061583577713
4.04,2.14956011730205
4.048,2.10948191593353
4.056,2.07038123167155
4.064,2.03225806451613
4.072,1.99511241446725
4.08,1.96187683284457
4.088,1.93157380254154
4.096,1.89833822091887
4.104,1.86217008797654
4.112,1.82502443792766
4.12,1.78885630498534
4.128,1.75366568914956
4.136,1.71847507331378
4.144,1.6852394916911
4.152,1.65493646138807
4.16,1.62658846529814
4.168,1.59921798631476
4.176,1.57086999022483
4.184,1.54838709677419
4.192,1.52883675464321
4.2,1.50733137829912
4.208,1.48484848484848
4.216,1.4613880742913
4.224,1.43695014662757
4.232,1.41251221896383
4.24,1.38905180840665
4.248,1.36559139784946
4.256,1.34213098729228
4.264,1.42815249266862
4.272,1.57086999022483
4.28,1.63831867057674
4.288,1.66862170087977
4.296,1.67741935483871
4.304,1.67350928641251
4.312,1.66275659824047
4.32,1.64907135874878
4.328,1.63734115347019
4.336,1.63049853372434
4.344,1.63049853372434
4.352,1.63929618768328
4.36,1.65982404692082
4.368,1.6930596285435
4.376,1.73802541544477
4.384,1.78494623655914
4.392,1.83479960899316
4.4,1.89345063538612
4.408,1.95698924731183
4.416,2.02150537634409
4.424,2.08699902248289
4.432,2.15347018572825
4.44,2.22091886608016
4.448,2.28739002932551
4.456,2.35483870967742
4.464,2.42326490713587
4.472,2.49071358748778
4.48,2.54740957966764
4.488,2.59628543499511
4.496,2.65200391006843
4.504,2.70869990224829
4.512,2.7644183773216
4.52,2.81818181818182
4.528,2.86999022482893
4.536,2.91788856304985
4.544,2.95992179863148
4.552,2.99706744868035
4.56,3.02834799608993
4.568,3.05278592375367
4.576,3.069403714565
4.584,3.0752688172043
4.592,3.0713587487781
4.6,3.06060606060606
4.608,3.04301075268817
4.616,3.01955034213099
4.624,2.99022482893451
4.632,2.95698924731183
4.64,2.92179863147605
4.648,2.88465298142718
4.656,2.8475073313783
4.664,2.80840664711632
4.672,2.7683284457478
4.68,2.73020527859238
4.688,2.69208211143695
4.696,2.65102639296188
4.704,2.60703812316716
4.712,2.56304985337243
4.72,2.51906158357771
4.728,2.47507331378299
4.736,2.43206256109482
4.744,2.38905180840665
4.752,2.34701857282502
4.76,2.3069403714565
4.768,2.26881720430108
4.776,2.23264907135875
4.784,2.20136852394917
4.792,2.17302052785924
4.8,2.14271749755621
4.808,2.11241446725318
4.816,2.08211143695015
4.824,2.05376344086022
4.832,2.02541544477028
4.84,1.99706744868035
4.848,1.96969696969697
4.856,1.94134897360704
4.864,1.91202346041056
4.872,1.88367546432063
4.88,1.85923753665689
4.888,1.83870967741935
4.896,1.81720430107527
4.904,1.79667644183773
4.912,1.7761485826002
4.92,1.75562072336266
4.928,1.73509286412512
4.936,1.71652003910068
4.944,1.69794721407625
4.952,1.67937438905181
4.96,1.66177908113392
4.968,1.64516129032258
4.976,1.62952101661779
4.984,1.6177908113392
4.992,1.60899315738025
5.0,1.60019550342131
5.008,1.59726295210166
5.016,1.60215053763441
5.024,1.61681329423265
5.032,1.64222873900293
5.04,1.67741935483871
5.048,1.72140762463343
5.056,1.772238514174
5.064,1.82697947214076
5.072,1.88367546432063
5.08,1.93352883675464
5.088,1.97947214076246
5.096,2.02932551319648
5.104,2.08015640273705
5.112,2.13098729227761
5.12,2.18084066471163
5.128,2.2297165200391
5.136,2.27859237536657
5.144,2.32746823069404
5.152,2.37438905180841
5.16,2.41837732160313
5.168,2.4594330400782
5.176,2.49853372434018
5.184,2.52883675464321
5.192,2.55327468230694
5.2,2.57771260997067
5.208,2.59921798631476
5.216,2.6158357771261
5.224,2.62854349951124
5.232,2.63440860215054
5.24,2.63245356793744
5.248,2.62267839687195
5.256,2.60606060606061
5.264,2.58357771260997
5.272,2.55816226783969
5.28,2.5327468230694
5.288,2.50733137829912
5.296,2.48093841642229
5.304,2.455522971652
5.312,2.43010752688172
5.32,2.40371456500489
5.328,2.37732160312805
5.336,2.34995112414467
5.344,2.32160312805474
5.352,2.29227761485826
5.36,2.26295210166178
5.368,2.2336265884653
5.376,2.20430107526882
5.384,2.17888563049853
5.392,2.15542521994135
5.4,2.13000977517107
5.408,2.10361681329423
5.416,2.0772238514174
5.424,2.04985337243402
5.432,2.02248289345064
5.44,1.99706744868035
5.448,1.97262952101662
5.456,1.95014662756598
5.464,1.9286412512219
5.472,1.90615835777126
5.48,1.88856304985337
5.488,1.87292277614858
5.496,1.85434995112414
5.504,1.83479960899316
5.512,1.81622678396872
5.52,1.79863147605083
5.528,1.78299120234604
5.536,1.76930596285435
5.544,1.75953079178886
5.552,1.75464320625611
5.56,1.75464320625611
5.568,1.75953079178886
5.576,1.76930596285435
5.584,1.78103616813294
5.592,1.79374389051808
5.6,1.80645161290323
5.608,1.81818181818182
5.616,1.82893450635386
5.624,1.83675464320626
5.632,1.84066471163245
5.64,1.8396871945259
5.648,1.83382209188661
5.656,1.82209188660802
5.664,1.80742913000978
5.672,1.79081133919844
5.68,1.77517106549365
5.688,1.76148582600196
5.696,1.74584555229717
5.704,1.73020527859238
5.712,1.71652003910068
5.72,1.70283479960899
5.728,1.6911045943304
5.736,1.68035190615836
5.744,1.66959921798631
5.752,1.65884652981427
5.76,1.64809384164223
5.768,1.63734115347019
5.776,1.62561094819159
5.784,1.6158357771261
5.792,1.60703812316716
5.8,1.59335288367546
5.808,1.57673509286413
5.816,1.56011730205279
5.824,1.5425219941349
5.832,1.52492668621701
5.84,1.50733137829912
5.848,1.48875855327468
5.856,1.47116324535679
5.864,1.45259042033236
5.872,1.43304007820137
5.88,1.41739980449658
5.888,1.40566959921799
5.896,1.39100684261975
5.904,1.37438905180841
5.912,1.35679374389052
5.92,1.34017595307918
5.928,1.32258064516129
5.936,1.30400782013685
5.944,1.28445747800587
5.952,1.26588465298143
5.96,1.24731182795699
5.968,1.227761485826
5.976,1.21505376344086
5.984,1.20430107526882
5.992,1.18768328445748
6.0,1.17008797653959
6.008,1.1524926686217
6.016,1.13587487781036
6.024,1.12023460410557
6.032,1.10459433040078
6.04,1.08895405669599
6.048,1.0752688172043
6.056,1.06451612903226
6.064,1.05474095796676
6.072,1.04789833822092
