time,ppg
300.0,1.72922776148583
300.008,1.72727272727273
300.016,1.71749755620723
300.024,1.69990224828935
300.032,1.67741935483871
300.04,1.65395894428153
300.048,1.63147605083089
300.056,1.61094819159335
300.064,1.59237536656891
300.072,1.57575757575758
300.08,1.56402737047898
300.088,1.55522971652004
300.096,1.54740957966764
300.104,1.53958944281525
300.112,1.53176930596285
300.12,1.52394916911046
300.128,1.51319648093842
300.136,1.50048875855327
300.144,1.48680351906158
300.152,1.47018572825024
300.16,1.45161290322581
300.168,1.43304007820137
300.176,1.41544477028348
300.184,1.40078201368524
300.192,1.3880742913001
300.2,1.37243401759531
300.208,1.35386119257087
300.216,1.33431085043988
300.224,1.3147605083089
300.232,1.29423264907136
300.24,1.27272727272727
300.248,1.25122189638319
300.256,1.23069403714565
300.264,1.21212121212121
300.272,1.19354838709677
300.28,1.17986314760508
300.288,1.16813294232649
300.296,1.15347018572825
300.304,1.13685239491691
300.312,1.11730205278592
300.32,1.09872922776149
300.328,1.0811339198436
300.336,1.06451612903226
300.344,1.04887585532747
300.352,1.03421309872923
300.36,1.01955034213099
300.368,1.0058651026393
300.376,0.993157380254154
300.384,0.986314760508309
300.392,0.981427174975562
300.4,0.973607038123167
300.408,0.964809384164223
300.416,0.955034213098729
300.424,0.944281524926686
300.432,0.935483870967742
300.44,0.930596285434995
300.448,0.931573802541544
300.456,0.943304007820137
300.464,0.970674486803519
300.472,1.01564027370479
300.48,1.069403714565
300.488,1.13196480938416
300.496,1.21212121212121
300.504,1.30596285434995
300.512,1.40762463343109
300.52,1.51221896383187
300.528,1.6177908113392
300.536,1.72336265884653
300.544,1.82893450635386
300.552,1.93352883675464
300.56,2.03812316715543
300.568,2.14271749755621
300.576,2.24437927663734
300.584,2.32844574780059
300.592,2.40273704789834
300.6,2.48484848484848
300.608,2.56793743890518
300.616,2.65004887585533
300.624,2.73118279569892
300.632,2.80840664711632
300.64,2.87976539589443
300.648,2.94525904203324
300.656,3.00293255131965
300.664,3.05180840664712
300.672,3.08993157380254
300.68,3.10948191593353
300.688,3.11534701857282
300.696,3.11436950146628
300.704,3.10361681329423
300.712,3.0830889540567
300.72,3.05278592375367
300.728,3.01173020527859
300.736,2.96285434995112
300.744,2.90909090909091
300.752,2.8533724340176
300.76,2.79863147605083
300.768,2.74584555229716
300.776,2.6969696969697
300.784,2.65004887585533
300.792,2.60215053763441
300.8,2.55522971652004
300.808,2.50733137829912
300.816,2.45845552297165
300.824,2.40860215053763
300.832,2.35972629521017
300.84,2.3108504398827
300.848,2.26197458455523
300.856,2.21016617790811
300.864,2.1564027370479
300.872,2.10068426197458
300.88,2.04985337243402
300.888,2.0019550342131
300.896,1.95014662756598
300.904,1.89931573802542
300.912,1.85043988269795
300.92,1.80351906158358
300.928,1.75855327468231
300.936,1.71554252199413
300.944,1.67448680351906
300.952,1.63538611925709
300.96,1.59824046920821
300.968,1.56109481915934
300.976,1.52981427174976
300.984,1.50048875855327
300.992,1.4652981427175
301.0,1.42815249266862
301.008,1.39296187683284
301.016,1.36070381231672
301.024,1.33626588465298
301.032,1.32160312805474
301.04,1.31964809384164
301.048,1.33235581622678
301.056,1.36070381231672
301.064,1.40078201368524
301.072,1.4594330400782
301.08,1.52199413489736
301.088,1.57673509286413
301.096,1.63343108504399
301.104,1.69012707722385
301.112,1.74682306940371
301.12,1.80156402737048
301.128,1.85532746823069
301.136,1.90811339198436
301.144,1.95992179863148
301.152,2.01075268817204
301.16,2.06060606060606
301.168,2.10752688172043
301.176,2.14467253176931
301.184,2.17595307917889
301.192,2.21016617790811
301.2,2.24340175953079
301.208,2.27272727272727
301.216,2.29716520039101
301.224,2.3147605083089
301.232,2.32453567937439
301.24,2.32453567937439
301.248,2.31378299120235
301.256,2.29227761485826
301.264,2.26197458455523
301.272,2.22678396871945
301.28,2.19257086999022
301.288,2.158357771261
301.296,2.12316715542522
301.304,2.08895405669599
301.312,2.05669599217986
301.32,2.02443792766373
301.328,1.99120234604106
301.336,1.95894428152493
301.344,1.92570869990225
301.352,1.89051808406647
301.36,1.8514173998045
301.368,1.80938416422287
301.376,1.77126099706745
301.384,1.73509286412512
301.392,1.69599217986315
301.4,1.65591397849462
301.408,1.6158357771261
301.416,1.57771260997067
301.424,1.54349951124145
301.432,1.51124144672532
301.44,1.47996089931574
301.448,1.45063538611926
301.456,1.42228739002933
301.464,1.39393939393939
301.472,1.36461388074291
301.48,1.34017595307918
301.488,1.31769305962854
301.496,1.29325513196481
301.504,1.26783968719453
301.512,1.24242424242424
301.52,1.21798631476051
301.528,1.19550342130987
301.536,1.17497556207234
301.544,1.1544477028348
301.552,1.13489736070381
301.56,1.11534701857282
301.568,1.09677419354839
301.576,1.08406647116325
301.584,1.0752688172043
301.592,1.06256109481916
301.6,1.04789833822092
301.608,1.03421309872923
301.616,1.02248289345064
301.624,1.01075268817204
301.632,1.0
301.64,0.990224828934506
301.648,0.980449657869013
301.656,0.970674486803519
301.664,0.960899315738025
301.672,0.950146627565982
301.68,0.943304007820137
301.688,0.93841642228739
301.696,0.930596285434995
301.704,0.921798631476051
301.712,0.914956011730205
301.72,0.90811339198436
301.728,0.901270772238514
301.736,0.895405669599218
301.744,0.890518084066471
301.752,0.887585532746823
301.76,0.885630498533724
301.768,0.884652981427175
301.776,0.887585532746823
301.784,0.89247311827957
301.792,0.897360703812317
301.8,0.909090909090909
301.808,0.931573802541544
301.816,0.967741935483871
301.824,1.01955034213099
301.832,1.08602150537634
301.84,1.16422287390029
301.848,1.25024437927664
301.856,1.34115347018573
301.864,1.43499511241447
301.872,1.52981427174976
301.88,1.61290322580645
301.888,1.6891495601173
301.896,1.77321603128055
301.904,1.86217008797654
301.912,1.95210166177908
301.92,2.04105571847507
301.928,2.12903225806452
301.936,2.21505376344086
301.944,2.29716520039101
301.952,2.37341153470186
301.96,2.44379276637341
301.968,2.50928641251222
301.976,2.55816226783969
301.984,2.59824046920821
301.992,2.63929618768328
302.0,2.67839687194526
302.008,2.71456500488759
302.016,2.74486803519062
302.024,2.76930596285435
302.032,2.78494623655914
302.04,2.79081133919844
302.048,2.78690127077224
302.056,2.77321603128055
302.064,2.75073313782991
302.072,2.72043010752688
302.08,2.68621700879765
302.088,2.64907135874878
302.096,2.61094819159335
302.104,2.57282502443793
302.112,2.53372434017595
302.12,2.49364613880743
302.128,2.45259042033236
302.136,2.41055718475073
302.144,2.36559139784946
302.152,2.31769305962854
302.16,2.26881720430108
302.168,2.21798631476051
302.176,2.17106549364614
302.184,2.12805474095797
302.192,2.08211143695015
302.2,2.03616813294233
302.208,1.99120234604106
302.216,1.94623655913978
302.224,1.90224828934506
302.232,1.86021505376344
302.24,1.82111436950147
302.248,1.78592375366569
302.256,1.75268817204301
302.264,1.72043010752688
302.272,1.69012707722385
302.28,1.66275659824047
302.288,1.63636363636364
302.296,1.60606060606061
302.304,1.57282502443793
302.312,1.5386119257087
302.32,1.50537634408602
302.328,1.47409579667644
302.336,1.44477028347996
302.344,1.41837732160313
302.352,1.39589442815249
302.36,1.37927663734115
302.368,1.36754643206256
302.376,1.36168132942326
302.384,1.35972629521017
302.392,1.35874877810362
302.4,1.35874877810362
302.408,1.35679374389052
302.416,1.35190615835777
302.424,1.34310850439883
302.432,1.32942326490714
302.44,1.3108504398827
302.448,1.28934506353861
302.456,1.26392961876833
302.464,1.23655913978495
302.472,1.21114369501466
302.48,1.19354838709677
302.488,1.17986314760508
302.496,1.16324535679374
302.504,1.14760508308895
302.512,1.13196480938416
302.52,1.11534701857282
302.528,1.10068426197458
302.536,1.08797653958944
302.544,1.0772238514174
302.552,1.06647116324536
302.56,1.05767350928641
302.568,1.05083088954057
302.576,1.04887585532747
302.584,1.04887585532747
302.592,1.04789833822092
302.6,1.04496578690127
302.608,1.04007820136852
302.616,1.03421309872923
302.624,1.02639296187683
302.632,1.01759530791789
302.64,1.00684261974585
302.648,0.995112414467253
302.656,0.98435972629521
302.664,0.973607038123167
302.672,0.96871945259042
302.68,0.966764418377322
302.688,0.962854349951124
302.696,0.957966764418377
302.704,0.952101661779081
302.712,0.947214076246334
302.72,0.945259042033236
302.728,0.944281524926686
302.736,0.943304007820137
302.744,0.943304007820137
302.752,0.942326490713588
302.76,0.940371456500489
302.768,0.93841642228739
302.776,0.940371456500489
302.784,0.945259042033236
302.792,0.947214076246334
302.8,0.948191593352884
302.808,0.949169110459433
302.816,0.948191593352884
302.824,0.945259042033236
302.832,0.940371456500489
302.84,0.933528836754643
302.848,0.92375366568915
302.856,0.912023460410557
302.864,0.902248289345064
302.872,0.901270772238514
302.88,0.90811339198436
302.888,0.924731182795699
302.896,0.955034213098729
302.904,1.0019550342131
302.912,1.06451612903226
302.92,1.13978494623656
302.928,1.2238514173998
302.936,1.3128054740958
302.944,1.40273704789834
302.952,1.48973607038123
302.96,1.57380254154448
302.968,1.65591397849462
302.976,1.72531769305963
302.984,1.78885630498534
302.992,1.86119257086999
